храна;"1. Това, което се яде и пие, за да се поддържа организмът в добро състояние - <i>""пълноценна храна""</i>";" <i>""слаба храна""</i>.";"2. [прен. само ед.ч.] Това, което задоволява вътрешни нужди - <i>""храна за чувствата""</i>";" <i>""храна за ума""</i>.";"3. Жито, зърно, фураж - <i>""зърнени храни""</i>.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хранен;"1. [прил. разг.] Охранен - <i>""хранен добитък""</i>.";"2. [остар.] Доверен, верен - <i>""хранен човек""</i>.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
храненик;1. [разг.] Чуждо дете, което се отглежда като свое и обикн. се осиновява.;2. [същ. умал.] Хранениче.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
храненица;Момиче храненик.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хранилище;"Място (помещение или сграда), където се съхраняват ценни и др. предмети - <i>""Хранилище за ръкописи""</i>.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хранилка;"Приспособление за хранене на животни и птици - <i>""Децата поставиха хранилки в гората""</i>.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хранителен;"1. [прил.] Който се използва като храна - <i>""хранителни стоки""</i>.";2. Който е наситен с полезни за организма вещества, питателен.;"3. Който произвежда храни - <i>""хранителен комбинат""</i>.";4. [същ.] Хранителност.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хранопровод;1. Орган във форма на тръба, по която храната преминава от устата в стомаха.;2. [прил.] Хранопроводен.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
храносмилане;"1. [само ед.ч.] Процес на разграждане, смилане на храната в организма - <i>""добро храносмилане""</i>.";"2. [прил.] Храносмилателен - <i>""храносмилателен орган""</i>.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хрантутя;"[разг. грубо.] Храня, издържам този, който не заслужава или от който няма никаква полза - <i>""Цял живот хрантутеше сина си, това и е за отплата""</i>";" <i>""Само ги хрантутим тия животни, а не растат""</i>.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
храст;"1. Дребно дърво с тънък ствол и много разклонения, които започват още от повърхността на земята - <i>""шипков храст""</i>.";2. [същ. умал.] Храстче.;3. [прил.] Храстов.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
храсталак;"Покрито с гъстоизраснали храсти място - <i>""Шмугнах се в храсталака""</i>.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
храча;"1. Отделям, плюя храчка - <i>""Храча кръв""</i>.";2. [същ.] Храчене.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
храчка;"Гъста слуз, която се отделя от секретите на белите дробове или носната кухина и се изхвърля през устата - <i>""кървава храчка""</i>.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хребет;Връхна част, гребен на планина.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хрема;[само ед.ч.] Възпаление на носната лигавица, придружено от сополи и често кихане, ринит.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хремав;"[прил.] Който има хрема - <i>""хремаво дете""</i>.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хремел;вж. хромел.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хризантема;"Есенно цвете с големи кичести цветове по един на стрък - <i>""бели хризантеми""</i>.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хриле;Органи за дишане на водни животни във форма на дъговидни твърди цепнатини по кожата.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хрип;Хриплив звук при дишане, обикн. в резултат на белодробно заболяване.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хрипкав;1. [прил.] Хриплив.;2. [нареч.] Хрипкаво.;3. [същ.] Хрипкавост.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хриплив;1. [прил.] За глас, звук - който не звучи чисто, ясно, глух, дрезгав, пресипнал, прегракнал, продран.;"2. [нареч.] хрипливо - <i>""Пея хрипливо""</i>.";3. [същ.] Хрипливост.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хрисим;"1. [прил. разг.] Кротък, смирен, покорен - <i>""хрисимо дете""</i>.";"2. Който изразява смиреност, покорство - <i>""хрисим поглед""</i>";" <i>""хрисими думи""</i>.";3. [нареч.] Хрисимо.;4. [същ.] Хрисимост.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
християнин;Човек, който изповядва християнството.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
християнка;Жена християнин.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
християнство;1. [само ед.ч.] Широкоразпространена религия, в основата на която лежи култът към Исус Христос.;"2. Тези, които изповядват тази религия като цяло - <i>""Западно християнство""</i>.";"3. [прил.] Християнски - <i>""християнска религия""</i>.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
христолюбив;"[прил.] Който е предан християнин - <i>""христолюбива жена""</i>.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
христоматия;"Учебно помагало - сборник с подбрани текстове или откъси от текстове за изучаване - <i>""Христоматия по езикова култура""</i>";" <i>""Христоматия по литература""</i>.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хром;[прил. остар.] Куц.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хромат;вж. куцам.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хромел;[диал.] Ръчна мелница от два камъка, камък на ръчна мелница, воденичен камък.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хромирам;1. Правя хромово покритие.;2. [същ.] Хромиране.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хроника;1. [истор.] Средновековно съчинение, в което в последователен ред се описват исторически събития;" летопис - <i>""манасиева хроника""</i>.";2. Литературно произведение, което наподобява в излагането на събитията такова съчинение.;3. В периодичния печат - кратко съобщение за актуална случка, събитие или колонка с такива съобщения.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хроникален;[прил.] Който е построен като хроника.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хроникьор;1. Сътрудник във вестник, който събира материали за хрониката.;2. Човек, който излага в последователен ред събития, на които е съвременник, без да ги коментира.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хроничен;"1. [прил.] Който не се променя с времето или се повтаря циклично, траен, постоянен - <i>""хронично заболяване""</i>";" <i>""хроничен недоимък""</i>";" <i>""хроничен глад""</i>.";2. [нареч.] Хронично.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хронически;1. [прил.] Хроничен.;2. [нареч.] Хронически.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хронология;"1. [само ед.ч.] Изброяване на събитията в тяхната последователност по време - <i>""Правя хронология""</i>.";"2. Последователност от събития във времето - <i>""Спазвам хронологията""</i>.";3. [спец.] Помощна историческа наука, която датира събития и паметници.;4. [прил.] Хронологичен.;"5. [прил.] Хронологически - <i>""хронологически ред""</i>.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хронометър;1. Астрономически прибор на точно измерване на времето.;2. Много точен часовник.;3. Такъв часовник, с който се отчита времето в спортни състезания.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хронофилия;Сексуално удоволствие от разлика във възрастта на партньора (гр. хронос).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хрупам;"1. Ям, като раздробявам със зъби нещо твърдо и издавам специфичен приглушен и отсечен шум - <i>""хрупам морков""</i>.";"2. Издавам такъв шум при ядене - <i>""Стига си хрупал, че ме дразниш""</i>.";3. [същ.] Хрупане.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хрупкав;"1. [прил.] Който е твърд, но крехък и издава специфичен приглушен и отсечен шум при натискане или раздробяване - <i>""хрупкава кора""</i>";" <i>""хрупкави сладки""</i>";" <i>""хрупкав сняг""</i>.";2. [същ.] Хрупкавост.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хрупкам;1. Хрупам леко, по малко.;2. [същ.] Хрупкане.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хрускам;"1. Ям, като раздробявам със зъби нещо твърдо и издавам специфичен рязък шум - <i>""хрускам дражета""</i>.";2. Хрущя.;3. [същ.] Хрускане.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хрусна;вж. хрусвам.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хрущя;"1. Издавам специфичен шум като при раздробяване на нещо твърдо - <i>""Костилките хрущяха между зъбите на прасето""</i>.";2. [същ.] Хрущене.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хрущял;1. Вид ненапълно втвърдена костна тъкан в организма на човек или животно.;2. [прил.] Хрущялен.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хрътка;1. Хрът.;2. Женски хрът.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хрян;1. Културно растение с дебел лют корен, използван като подправка.;2. [прил.] Хрянов.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хубав;1. [прил.] Който е с приятен външен вид;" красив, очарователен, привлекателен, мил, гиздав - <i>""хубава мома""</i>.";"2. Който е приятен за сетивата - <i>""хубава храна""</i>";" <i>""хубава миризма""</i>";" <i>""хубава песен""</i>.";"3. Който се оценява положително, който притежава достойнства, добър - <i>""хубаво възпитание""</i>";" <i>""хубава постъпка""</i>";" <i>""хубаво преживяване""</i>.";"4. Доброкачествен - <i>""хубаво списание""</i>";" <i>""хубав миксер""</i>.";"5. [разг.] Който е в голям размер или в голямо количество, изобилен - <i>""хубава реколта""</i>.";"6. За време - който е слънчев, безоблачен, топъл - <i>""хубав ден""</i>.";"7. [разг. ирон.] Лош - <i>""Хубава работа!""</i>";8. [прил. умал.] Хубавичък.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хубавелка;[разг.] Хубавица.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хубавец;1. Хубав в 1 знач. - мъж, красавец.;2. [ирон.] Негодник, хубостник.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хубавея;1. Ставам все по-хубав;" разхубавявам се - <i>""От ден на ден момата хубавееше""</i>.";"2. Хубавея се - изглеждам хубав, красив, привличам вниманието с хубостта си - <i>""Момата се хубавееше сред невести и баби""</i>.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хубавица;Хубава в 1 знач. - жена, красавица.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хубост;"1. [само ед.ч.] Съвкупност от приятни външни качества, красота, привлекателност, обаяние, прелест - <i>""Такава хубост рядко се среща""</i>.";"2. Красиви местности или други природни обекти - <i>""Хубостите на България""</i>.";3. [разг. пренебр.] Средна хубост - не твърде добре, не твърде много.;"4. [разг.] От хубости - от лоши обстоятелства, от недобър живот - <i>""Напълнях от големи хубости""</i>.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хубостник;"[разг. пренебр.] Лош човек, негодник, непрокопсаник - <i>""Оня хубостник да не ми се мярка пред очите""</i>.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хубостница;[разг. пренебр.] Жена хубостник.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хугенот;Привърженик на Реформацията или на калвинското протестантство във Франция през <b>XVI</b>-<b>XVII</b> в.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
художествен;"1. [прил.] Който се отнася до изкуство или до произведения на изкуството - <i>""художествена литература""</i>";" <i>""художествен ръководител""</i>.";"2. Който е в съответствие с изискванията на изкуството, на естетиката - <i>""художествена фотография""</i>.";3. [нареч.] Художествено във 2 знач.;4. [същ.] Художественост.;5. Художествена галерия - галерия, в която се излагат на показ картини, скулптури и под. произведения на изкуството.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
художник;1. Човек, който умее да рисува и професионално се занимава с рисуване; живописец.;"2. Човек, който проявява творчество, оригиналност в дейността си, обикн. свързана с изкуството - <i>""Елин Пелин - художник на българското село""</i>.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
художничка;Жена художник.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
худра;вж. худри.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
худри;Керамични кухи блокове за пълнене на подови конструкции.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хукам;"Викам <i>""ху!""</i> след някого, хуля.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хуквам;1. Затичвам се изведнъж; втурвам се да бягам. Кучето хукна по пътеката.;2. [разг. прен.] Ходя да уреждам, многократно и настойчиво се заемам с уреждането на нещо. Хукнах да го оправям, да не стига до съд.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хукна;вж. хуквам.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хула;"Груба нападка, обвинение, често несправедливо, злословие, клевета - <i>""Тези хули на могат да очернят светлата му памет""</i>.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хулен;"[прил.] Който съдържа хули - <i>""хулни думи""</i>.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хулиган;1. Невъзпитан човек, който грубо нарушава обществения ред и спокойствието на хората.;2. Гамен, нехранимайко, хъшлак, хаймана.;"3. [прил.] Хулигански - <i>""хулиганска проява""</i>.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хулиганка;1. Жена хулиган.;2. [прен. жарг.] Малка бутилка за 100 г алкохолно питие.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хулиганствам;1. Проявявам хулиганство.;2. [същ.] Хулиганстване.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хулиганство;Хулиганска проява.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хулиганствувам;Хулиганствам.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хулител;1. Човек, който хули.;2. [прил.] Хулителски.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хулителка;Жена хулител.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хуля;1. Говоря хули по адрес на някого или нещо.;2. Злословя, ругая, оплювам.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хума;"[само ед.ч.] Вид мазна глина, употребявана като козметично или хигиенно средство и др. - <i>""Маска на лицето от хума""</i>.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хуманен;"1. [прил.] Човечен, човеколюбив, състрадателен, отзивчив - <i>""хуманен жест""</i>";" <i>""хуманна проява""</i>.";2. [нареч.] Хуманно.;3. [същ.] Хуманност.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хуманизъм;1. [само ед.ч.] Идеология, която поставя на първо място уважението към личността, към достойнството на човека.;"2. Човечност, човеколюбие, хуманност - <i>""проява на хуманизъм""</i>.";3. [прил.] Хуманистичен.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хуманист;1. Привърженик и последовател на хуманизма.;2. Хуманен човек.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хуманистка;Жена хуманист.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хуманитарен;"Който се отнася към човешкото общество, към човека и неговата култура - <i>""хуманитарни науки""</i>";" <i>""хуманитарно образование""</i>.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хуманоид;Човекоподобно същество от друга планета, което посещава Земята, извънземно.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хумор;"1. [само ед.ч.] Насмешливо отношение към недостатъци, слабости и др., чрез което те се представят в комически вид и предизвикват смях - <i>""чувство за хумор""</i>.";"2. В изкуството и литературата - изобразяване на нещо или на някого в комичен план, така че да предизвика смях - <i>""Чудомир използва хумора, за да изобрази своите селяци""</i>.";"3. [прил.] Хумористичен - <i>""хумористично предаване""</i>.";4. [прил.] Хумористически.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хумореска;"1. [остар.] Късо хумористично произведение (литературно или музикално) - <i>""Играем хумореска""</i>.";"2. [разг. пренебр.] Неистина, измислица - <i>""Стига си ми разправял хуморески!""</i>";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хуморист;1. Автор на хумористични художествени произведения.;2. Човек, който умее забавно да разказва смешни неща, да се шегува.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хунта;В латиноамериканските страни - заговорническа военна организация, която заграбва властта и налага режим на терор.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хурка;Специално пригодена дълга пръчка, върху която се закрепва къделя вълна и др. при ръчно предене.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хусар;1. [истор.] Някогашен конник с пика.;2. Конен войник или офицер в някои армии.;"3. [прил.] Хусарски - <i>""хусарска стойка""</i>.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хълбок;"1. Странична част на тялото между ребрата и тазовите кости - <i>""Лягам на хълбок""</i>.";2. [прил.] Хълбочен.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хълм;Неголямо възвишение на земния релеф;" рид, баир, тепе - <i>""Хълмът Света гора""</i>.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хълмист;"[прил.] В който има много хълмове - <i>""хълмист релеф""</i>.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хълцам;"1. Несъзнателно и рязко поемам въздух поради спазъм в диафрагмата, като при това издавам особен шум - <i>""За да спреш да хълцаш, поеми дълбоко въздух и задръж""</i>.";"2. Плача, като периодично и шумно поемам въздух, хлипам - <i>""Детето беше захлупило очите си с ръце и хълцаше""</i>.";3. [същ.] Хълцане.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хълцукам;[разг.] Хълцам.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хъмбък;Неискреност, фразьорство, шашма, мистификация.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хърба;[разг.] Хърбав човек/животно.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хързулвам;1. [разг.] Подхлъзвам, хлъзгам.;"2. [прен.] Измамвам, излъгвам - <i>""Хързулнаха ме с тези дърва""</i>.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хързулвам се;1. Подхлъзвам се.;2. Измамвам се.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хързулна;вж. хързулвам.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хързулна се;вж. хързулвам се.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хъркам;"1. Издавам гърлен шум по време на сън - <i>""Един хъркаше и всички други не можеха да спят""</i>.";"2. [прен. разг. пренебр.] Спя дълбоко, непробудно - <i>""Цяла нощ хърка и затова е бодър""</i>.";3. [същ.] Хъркане.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хърсъз;[остар.] Разбойник, негодник, хаирсъзин.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хърсъзин;[остар.] Хърсъз.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хъш;1. [истор.] Български емигрант революционер от преди Освобождението.;"2. [прил.] Хъшовски - <i>""хъшовско облекло""</i>.";3. [същ.] Хъшовство.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
хъшлак;1. [разг. пренебр.] Уличен младеж. безделник, гамен, хаймана.;2. [прил.] Хъшлашки.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
цака;"[само ед.ч.] Лесен начин за вършене на нещо - <i>""Всяка работа си има цаката""</i>";" <i>""Намерих му цаката""</i>.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
цакам;При игра на карти - вземам с коз.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
цамбурвам;Цамбуркам еднократно или поединично.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
цамбурвам се;Цамбуркам се изведнъж, еднократно или поединично.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
цамбурна;вж. цамбурвам.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
цамбурна се;вж. цамбурвам се.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
цап;[междум.] За наподобяване на звук от падане или удар.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
цапардосам;вж. цапардосвам.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
цапардосвам;[разг.] Удрям силно.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
цапна;вж. цапвам.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
цар;1. Титла на монарх в България и Русия в миналото.;2. Владетел, който има такава титла.;"3. [прен.] Най-добър представител на определена група - <i>""Цар на животните е лъвът""</i>.";4. [прен.] Човек, който най-добре владее някаква дейност;" майстор - <i>""Цар на топката""</i>";" <i>""Цар на комедията""</i>.";5. В шахмата - най-важната фигура, в защита на която се движат всички останали.;6. [разг.] Бог високо, цар далеко - за подчертаване на ситуации, в които няма кой да помогне.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
царев;[прил.] Който принадлежи на цар; царски.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
царевица;"1. Едногодишно растение с дълги тесни листа и плод във формата на кочан, покрит с едри зърна - <i>""Царевиците се раззелениха""</i>.";"2. Плодът на това растение - <i>""варена царевица""</i>.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
царевичен;"[прил.] Отнасящ се до царевица - <i>""царевична нива""</i>";" <i>""царевични питки""</i>.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
царедворец;Човек, който служи и живее в царски двор; придворен.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
царедворски;[прил.] Отнасящ се до царедворец.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
царизъм;"[само ед.ч.] Форма на управление, при която върховната власт принадлежи на цар - <i>""руски царизъм""</i>.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
царица;"1. Жена цар - <i>""Царица на бала""</i>";" <i>""Розата е царицата на цветята""</i>.";2. В шахмата - най-подвижната фигура.;3. Съпруга на цар.;"4. При някои насекоми - женска, която снася яйцата - <i>""пчелна царица""</i>.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
царкиня;ж. Дъщеря на цар.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
царски;"1. [прил.] Който принадлежи на цар - <i>""царски дворец""</i>";" <i>""царски покои""</i>.";"2. Който е присъщ на цар - <i>""царско достойнство""</i>.";"3. Който произхожда от цар - <i>""царска заповед""</i>.";"4. Който се отнася до цар - <i>""царски съветник""</i>";" <i>""царско тържество""</i>.";"5. [прен.] Разкошен, богат, великолепен - <i>""царски подарък""</i>";" <i>""царска трапеза""</i>.";"6. Който се отнася до монархия, управлявана от цар - <i>""царски режим""</i>.";"7. [нареч.] Царски - <i>""Облечен царски""</i>.";8. По царски. Много богато, великолепно, безгрижно.;9. Царска работа - който е много добър, изключителен.;10. Царска вода - смес от концентрирана солна и азотна киселина, която разтваря и златото.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
царствам;Господствам, царувам.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
